0.0005 	WARNING 	Monitor specification not found. Creating a temporary one...
1.1701 	EXP 	Created Window = Window(allowGUI=True, allowStencil=False, autoLog=True, bitsMode=UNKNOWN, blendMode='avg', color=array([-1., -1., -1.]), colorSpace='rgb', fullscr=UNKNOWN, gamma=None, lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x7f5a8c6fe9d0>, name='Window', pos=[0, 0], screen=1, size=array([1280, 1024]), stereo=False, units=u'norm', useFBO=False, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
1.2818 	EXP 	Created Instructions = TextStim(alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color=array([ 1.,  1.,  1.]), colorSpace='rgb', contrast=1.0, depth=0, flipHoriz=False, flipVert=False, font='', fontFiles=[], height=0.1, italic=False, name='Instructions', opacity=1.0, ori=0.0, pos=array([ 0.,  0.]), rgb=array([ 1.,  1.,  1.]), text=unicode(...), units=u'norm', win=Window(...), wrapWidth=1.5)
1.7022 	DATA 	Keypress: space
1.7022 	INFO 	Finished instructions
1.7124 	EXP 	Created Waiting = TextStim(alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color=array([ 1.,  1.,  1.]), colorSpace='rgb', contrast=1.0, depth=0, flipHoriz=False, flipVert=False, font='', fontFiles=[], height=0.1, italic=False, name='Waiting', opacity=1.0, ori=0.0, pos=array([ 0.,  0.]), rgb=array([ 1.,  1.,  1.]), text=u'Loading movie...', units=u'norm', win=Window(...), wrapWidth=1)
1.9096 	EXP 	Created stimuli/INDIANA_JONES_RAIDERS_LOST_ARK_part_8.m4v = MovieStim2(autoLog=True, color=UNKNOWN, colorSpace=UNKNOWN, depth=0.0, filename=str(...), flipHoriz=False, flipVert=False, fps=UNKNOWN, interpolate=True, loop=False, name=str(...), noAudio=UNKNOWN, opacity=1.0, ori=0.0, pos=array([ 0.,  0.]), size=array([ 960.,  540.]), units='pix', vframe_callback=UNKNOWN, volume=200, win=Window(...))
1.9213 	EXP 	Created Waiting = TextStim(alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color=array([ 1.,  1.,  1.]), colorSpace='rgb', contrast=1.0, depth=0, flipHoriz=False, flipVert=False, font='', fontFiles=[], height=0.1, italic=False, name='Waiting', opacity=1.0, ori=0.0, pos=array([ 0.,  0.]), rgb=array([ 1.,  1.,  1.]), text=u'Waiting for scanner...', units=u'norm', win=Window(...), wrapWidth=1)
1.9532 	EXP 	stimuli/INDIANA_JONES_RAIDERS_LOST_ARK_part_8.m4v: movie = 'stimuli/INDIANA_JONES_RAIDERS_LOST_ARK_part_8.m4v'
1.9532 	EXP 	stimuli/INDIANA_JONES_RAIDERS_LOST_ARK_part_8.m4v: autoLog = True
1.9533 	INFO 	Serial device detected
0.0000 	INFO 	Got first scanner trigger! Resetting clocks
0.0419 	EXP 	Set stimuli/INDIANA_JONES_RAIDERS_LOST_ARK_part_8.m4v playing
0.0422 	WARNING 	MovieStim2 dropping video frame index: 2
0.8913 	INFO 	Scanner trigger received
1.9095 	INFO 	Scanner trigger received
2.9065 	INFO 	Scanner trigger received
3.8990 	INFO 	Scanner trigger received
4.8962 	INFO 	Scanner trigger received
5.0934 	WARNING 	MovieStim2 dropping video frame index: 150
5.9144 	INFO 	Scanner trigger received
6.9116 	INFO 	Scanner trigger received
7.9041 	INFO 	Scanner trigger received
8.9010 	INFO 	Scanner trigger received
9.9187 	INFO 	Scanner trigger received
10.8836 	INFO 	Scanner trigger received
11.9151 	INFO 	Scanner trigger received
12.9057 	INFO 	Scanner trigger received
13.9028 	INFO 	Scanner trigger received
14.8889 	INFO 	Scanner trigger received
15.8868 	INFO 	Scanner trigger received
16.8844 	INFO 	Scanner trigger received
17.8851 	INFO 	Scanner trigger received
18.8941 	INFO 	Scanner trigger received
19.8905 	INFO 	Scanner trigger received
20.8876 	INFO 	Scanner trigger received
21.8916 	INFO 	Scanner trigger received
22.8986 	INFO 	Scanner trigger received
23.8955 	INFO 	Scanner trigger received
24.8876 	INFO 	Scanner trigger received
25.8848 	INFO 	Scanner trigger received
26.9026 	INFO 	Scanner trigger received
27.8998 	INFO 	Scanner trigger received
28.8924 	INFO 	Scanner trigger received
29.5323 	WARNING 	MovieStim2 dropping video frame index: 882
